seed,epoch,epoch_total,member,train_batch_size,data_build_s,train_time_s,eval_time_s,loss,train_acc_pct,test_acc_pct,lr_sched_start,lr_sched_end,pbt_lr,pbt_batch_size,pbt_weight_decay,pbt_drop_path,pbt_warmup_epochs
38042,60,60,1,128,1.6889386177062988,64.84141373634338,12.822333574295044,0.14,95.11,84.21,6.05e-05,5.56e-05,5.56e-05,128,0.254,0.157,5.0
217401,1,60,0,256,6.819522857666016,54.856929302215576,12.173327445983887,1.8934,29.05,36.09,6.92e-07,0.000136,0.000136,256,0.254,0.157,5.0
217401,1,60,1,64,1.5429348945617676,68.86585521697998,12.711182355880737,1.8458,30.93,38.0,1.49e-07,0.000116,0.000116,64,0.254,0.157,5.0
217401,2,60,0,256,1.5335214138031006,63.524375438690186,12.903346538543701,1.612,40.66,44.23,0.000136,0.000272,0.000272,256,0.254,0.157,5.0
217401,2,60,1,64,1.5661506652832031,68.37016534805298,13.043558835983276,1.5213,43.99,48.49,0.000116,0.000232,0.000232,64,0.254,0.157,5.0
217401,3,60,0,256,1.5918078422546387,63.481579065322876,13.028422594070435,1.3936,49.14,48.05,0.000272,0.000408,0.000408,256,0.254,0.157,5.0
217401,3,60,1,64,1.5717663764953613,68.48636102676392,13.061156749725342,1.3909,49.49,51.54,0.000232,0.000349,0.000349,64,0.254,0.157,5.0
217401,4,60,0,256,1.5867919921875,63.37299346923828,12.977200031280518,1.2994,53.02,55.25,0.000408,0.000543,0.000543,256,0.254,0.157,5.0
217401,4,60,1,64,1.5737888813018799,68.20358657836914,13.122290849685669,1.3534,50.84,50.53,0.000349,0.000465,0.000465,64,0.254,0.157,5.0
217401,5,60,0,256,1.584519386291504,63.163955211639404,12.924289226531982,1.2492,54.67,55.54,0.000543,0.000678,0.000678,256,0.254,0.157,5.0
217401,5,60,1,64,1.58695387840271,68.2088725566864,13.10411024093628,1.3298,51.93,52.43,0.000465,0.000581,0.000581,64,0.254,0.157,5.0
217401,6,60,0,256,1.5927512645721436,63.42136526107788,12.982235193252563,1.2136,56.28,58.5,0.000678,0.000678,0.000678,256,0.254,0.157,5.0
217401,6,60,1,64,1.5737504959106445,68.02096652984619,13.034468650817871,1.1102,59.96,61.34,2.16e-07,0.000169,0.000169,64,0.254,0.157,5.0
217401,7,60,0,256,1.5865263938903809,63.508084297180176,13.039465188980103,1.1521,58.55,59.82,0.000678,0.000676,0.000676,256,0.254,0.157,5.0
