seed,phase,phase_name,phase_total_runs,phase_epochs_per_run,run_idx,run_total,lr,wd,bs,drop_path_rate,epoch,epoch_total,loss,train_acc_pct,test_acc_pct,dl_time,train_time,eval_time
[38042],,,,,,,,,,,3,70,1.7884,33.85,36.68,0.78s,2.92s,0.42s
[38042],,,,,,,,,,,3,70,1.7766,34.41,33.55,0.78s,2.82s,0.42s
[38042],,,,,,,,,,,3,70,1.8021,33.29,32.57,0.78s,2.91s,0.42s
[38042],,,,,,,,,,,3,70,1.8092,33.12,35.37,0.78s,2.92s,0.42s
[38042],,,,,,,,,,,3,70,1.6796,37.97,41.84,0.78s,2.80s,0.42s
[38042],,,,,,,,,,,3,70,1.7383,35.73,39.63,0.78s,3.01s,0.48s
[38042],,,,,,,,,,,3,70,1.7115,36.5,40.16,0.79s,2.91s,0.43s
[38042],,,,,,,,,,,3,70,1.6843,37.56,43.08,0.78s,2.82s,0.42s
[38042],,,,,,,,,,,3,70,1.6995,36.78,41.15,0.78s,2.92s,0.42s
[38042],,,,,,,,,,,3,70,1.7268,35.85,38.69,0.78s,2.94s,0.43s
[38042],,,,,,,,,,,3,70,1.6979,37.33,39.89,0.78s,2.79s,0.43s
[38042],,,,,,,,,,,3,70,1.7312,36.02,38.42,0.78s,2.92s,0.42s
[38042],,,,,,,,,,,3,70,1.6988,37.16,40.24,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,3,70,1.5631,42.2,47.87,0.78s,2.79s,0.43s
[38042],,,,,,,,,,,3,70,1.5964,41.25,43.5,0.78s,3.00s,0.57s
[38042],,,,,,,,,,,3,70,1.6182,39.9,45.59,0.78s,2.94s,0.42s
[38042],,,,,,,,,,,3,70,1.5739,41.99,47.85,0.78s,2.80s,0.43s
[38042],,,,,,,,,,,3,70,1.5768,41.77,47.76,0.78s,2.93s,0.42s
[38042],,,,,,,,,,,3,70,1.6272,39.8,45.37,0.78s,2.91s,0.42s
[38042],,,,,,,,,,,3,70,1.5827,41.91,48.13,0.78s,2.81s,0.43s
[38042],,,,,,,,,,,3,70,1.6095,40.47,46.32,0.78s,2.93s,0.42s
[38042],,,,,,,,,,,3,70,1.599,40.71,47.1,0.78s,2.92s,0.43s
[38042],,,,,,,,,,,3,70,1.775,34.27,36.16,0.78s,2.80s,0.42s
[38042],,,,,,,,,,,3,70,1.7975,33.63,34.27,0.79s,2.99s,0.43s
[38042],,,,,,,,,,,3,70,1.8123,32.88,34.91,0.78s,2.92s,0.43s
[38042],,,,,,,,,,,3,70,1.7818,33.49,36.38,0.79s,2.81s,0.42s
[38042],,,,,,,,,,,3,70,1.8065,32.99,34.93,0.78s,2.92s,0.43s
[38042],,,,,,,,,,,3,70,1.7948,33.46,36.63,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,3,70,1.7922,33.54,32.91,0.78s,2.80s,0.43s
[38042],,,,,,,,,,,3,70,1.8009,33.35,35.18,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,3,70,1.8356,31.66,36.23,0.78s,2.91s,0.42s
[38042],,,,,,,,,,,3,70,1.6821,38.06,40.72,0.78s,2.80s,0.42s
[38042],,,,,,,,,,,3,70,1.7054,36.89,41.45,0.78s,3.04s,0.57s
[38042],,,,,,,,,,,3,70,1.7177,36.5,38.13,0.78s,2.92s,0.43s
[38042],,,,,,,,,,,3,70,1.7024,37.21,40.93,0.78s,2.80s,0.42s
[38042],,,,,,,,,,,3,70,1.7173,36.17,39.77,0.79s,2.93s,0.43s
[38042],,,,,,,,,,,3,70,1.7137,36.43,38.75,0.78s,2.91s,0.42s
[38042],,,,,,,,,,,3,70,1.689,37.16,41.99,0.78s,2.79s,0.42s
[38042],,,,,,,,,,,3,70,1.7067,37.06,37.33,0.78s,2.93s,0.42s
[38042],,,,,,,,,,,3,70,1.7258,35.97,43.07,0.79s,2.94s,0.42s
[38042],,,,,,,,,,,3,70,1.5888,41.4,47.77,0.78s,2.80s,0.42s
[38042],,,,,,,,,,,3,70,1.6057,40.94,48.11,0.78s,3.17s,0.43s
[38042],,,,,,,,,,,3,70,1.6089,40.49,46.41,0.78s,2.90s,0.42s
[38042],,,,,,,,,,,3,70,1.6005,40.72,45.9,0.78s,2.84s,0.42s
[38042],,,,,,,,,,,3,70,1.6104,40.54,47.28,0.78s,2.92s,0.42s
[38042],,,,,,,,,,,3,70,1.5921,41.19,47.8,0.78s,2.92s,0.42s
[38042],,,,,,,,,,,3,70,1.6045,40.71,44.44,0.78s,2.81s,0.43s
[38042],,,,,,,,,,,3,70,1.5751,42.06,47.61,0.79s,2.93s,0.43s
[38042],,,,,,,,,,,3,70,1.6312,39.42,45.39,0.78s,2.91s,0.43s
[38042],,,,,,,,,,,3,70,1.7735,34.49,35.11,0.78s,2.83s,0.43s
[38042],,,,,,,,,,,3,70,1.7805,34.37,36.56,0.78s,3.17s,0.43s
[38042],,,,,,,,,,,3,70,1.8096,33.15,34.3,0.78s,2.92s,0.43s
[38042],,,,,,,,,,,3,70,1.7736,34.47,36.1,0.78s,2.81s,0.43s
[38042],,,,,,,,,,,3,70,1.8075,33.02,35.04,0.78s,2.94s,0.42s
[38042],,,,,,,,,,,3,70,1.8097,32.7,34.17,0.78s,2.92s,0.43s
[38042],,,,,,,,,,,3,70,1.7792,34.15,33.28,0.78s,2.80s,0.42s
[38042],,,,,,,,,,,3,70,1.7914,33.67,33.96,0.78s,2.93s,0.42s
[38042],,,,,,,,,,,3,70,1.8109,33.18,34.31,0.78s,2.95s,0.42s
[38042],,,,,,,,,,,3,70,1.7278,36.14,38.88,0.78s,2.82s,0.42s
[38042],,,,,,,,,,,3,70,1.7119,36.48,39.42,0.78s,3.02s,0.57s
[38042],,,,,,,,,,,3,70,1.7272,36.04,39.04,0.78s,2.91s,0.43s
[38042],,,,,,,,,,,3,70,1.6885,37.44,40.42,0.78s,2.80s,0.42s
[38042],,,,,,,,,,,3,70,1.7209,36.45,38.8,0.78s,2.92s,0.42s
[38042],,,,,,,,,,,3,70,1.7171,36.42,39.55,0.78s,2.96s,0.43s
[38042],,,,,,,,,,,3,70,1.7164,36.67,41.13,0.78s,2.81s,0.42s
[38042],,,,,,,,,,,3,70,1.6862,37.27,42.05,0.78s,2.94s,0.42s
[38042],,,,,,,,,,,3,70,1.7137,36.52,42.97,0.78s,2.92s,0.43s
[38042],,,,,,,,,,,3,70,1.6008,40.76,46.96,0.78s,2.80s,0.42s
[38042],,,,,,,,,,,3,70,1.5999,40.94,42.91,0.78s,2.92s,0.43s
[38042],,,,,,,,,,,3,70,1.612,40.34,47.19,0.79s,2.94s,0.43s
[38042],,,,,,,,,,,3,70,1.5741,42.06,47.02,0.78s,2.83s,0.43s
[38042],,,,,,,,,,,3,70,1.601,40.55,47.76,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,3,70,1.6182,39.96,44.29,0.79s,2.92s,0.43s
[38042],,,,,,,,,,,3,70,1.6013,40.47,49.18,0.78s,2.80s,0.43s
[38042],,,,,,,,,,,3,70,1.5844,41.59,47.43,0.78s,2.98s,0.42s
[38042],,,,,,,,,,,3,70,1.6195,40.23,40.66,0.78s,2.92s,0.42s
[38042],,,,,,,,,,,3,70,1.7898,33.6,33.82,0.78s,2.80s,0.43s
[38042],,,,,,,,,,,3,70,1.789,33.71,35.21,0.78s,2.93s,0.42s
[38042],,,,,,,,,,,3,70,1.791,33.69,34.65,0.78s,2.94s,0.42s
[38042],,,,,,,,,,,3,70,1.7778,34.48,35.53,0.78s,2.82s,0.42s
[38042],,,,,,,,,,,3,70,1.7943,33.41,34.82,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,3,70,1.7996,33.26,37.84,0.79s,2.92s,0.43s
[38042],,,,,,,,,,,3,70,1.798,33.66,35.46,0.78s,2.81s,0.43s
[38042],,,,,,,,,,,3,70,1.8186,32.94,34.36,0.78s,2.92s,0.44s
[38042],,,,,,,,,,,3,70,1.8087,33.4,36.05,0.78s,2.92s,0.42s
[38042],,,,,,,,,,,3,70,1.7036,36.93,40.77,0.78s,2.81s,0.43s
[38042],,,,,,,,,,,3,70,1.7191,36.33,41.1,0.78s,2.94s,0.43s
[38042],,,,,,,,,,,3,70,1.7231,36.24,40.02,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,3,70,1.7008,37.11,37.98,0.79s,2.81s,0.42s
[38042],,,,,,,,,,,3,70,1.6958,37.27,41.56,0.78s,2.93s,0.42s
[38042],,,,,,,,,,,3,70,1.7184,35.81,38.7,0.78s,2.97s,0.42s
[38042],,,,,,,,,,,3,70,1.7046,36.85,37.88,0.78s,2.81s,0.42s
[38042],,,,,,,,,,,3,70,1.7111,36.79,41.58,0.79s,2.96s,0.43s
[38042],,,,,,,,,,,3,70,1.6875,37.53,42.39,0.79s,2.92s,0.43s
[38042],,,,,,,,,,,3,70,1.595,41.36,40.99,0.79s,2.80s,0.43s
[38042],,,,,,,,,,,3,70,1.5491,43.0,46.76,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,3,70,1.6225,39.89,47.01,0.78s,2.93s,0.42s
[38042],,,,,,,,,,,3,70,1.5697,42.34,49.08,0.78s,2.82s,0.42s
[38042],,,,,,,,,,,3,70,1.5911,41.13,47.74,0.78s,2.91s,0.42s
[38042],,,,,,,,,,,3,70,1.578,41.71,49.62,0.78s,2.91s,0.43s
[38042],,,,,,,,,,,3,70,1.581,41.9,49.19,0.80s,2.79s,0.42s
[38042],,,,,,,,,,,3,70,1.607,40.51,45.51,0.78s,2.92s,0.43s
[38042],,,,,,,,,,,3,70,1.5827,41.74,50.29,0.78s,2.91s,0.42s
[38042],,,,,,,,,,,4,70,1.6707,38.52,40.17,0.81s,2.90s,0.44s
[38042],,,,,,,,,,,4,70,1.6927,38.16,40.65,0.78s,3.02s,0.43s
[38042],,,,,,,,,,,4,70,1.6904,37.92,39.43,0.78s,3.01s,0.45s
[38042],,,,,,,,,,,4,70,1.6859,37.82,38.77,0.78s,2.81s,0.43s
[38042],,,,,,,,,,,4,70,1.6968,37.86,37.8,0.78s,2.95s,0.44s
[38042],,,,,,,,,,,4,70,1.7151,37.0,38.85,0.78s,2.93s,0.44s
[38042],,,,,,,,,,,4,70,1.6851,38.03,39.51,0.78s,2.81s,0.43s
[38042],,,,,,,,,,,4,70,1.6842,38.18,39.0,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,4,70,1.6953,37.66,39.66,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,4,70,1.4713,46.55,51.2,0.78s,2.81s,0.44s
[38042],,,,,,,,,,,4,70,1.4809,46.12,45.47,0.78s,2.94s,0.51s
[38042],,,,,,,,,,,4,70,1.511,45.17,48.19,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,4,70,1.4707,46.24,50.17,0.79s,2.84s,0.43s
[38042],,,,,,,,,,,4,70,1.4826,45.79,48.37,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,4,70,1.5134,44.67,47.92,0.78s,2.92s,0.43s
[38042],,,,,,,,,,,4,70,1.4665,46.82,49.42,0.78s,2.81s,0.43s
[38042],,,,,,,,,,,4,70,1.4769,46.17,50.52,0.78s,2.95s,0.43s
[38042],,,,,,,,,,,4,70,1.51,44.74,49.47,0.78s,2.95s,0.43s
[38042],,,,,,,,,,,4,70,1.405,48.99,52.79,0.78s,2.92s,0.45s
[38042],,,,,,,,,,,4,70,1.4028,48.71,54.37,0.78s,3.15s,0.59s
[38042],,,,,,,,,,,4,70,1.4267,48.15,52.91,0.78s,3.00s,0.43s
[38042],,,,,,,,,,,4,70,1.3798,49.74,55.33,0.78s,2.83s,0.43s
[38042],,,,,,,,,,,4,70,1.3987,49.31,52.27,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,4,70,1.4187,48.48,52.61,0.78s,2.92s,0.42s
[38042],,,,,,,,,,,4,70,1.4174,48.26,51.5,0.78s,2.80s,0.44s
[38042],,,,,,,,,,,4,70,1.4195,48.4,51.05,0.78s,2.95s,0.43s
[38042],,,,,,,,,,,4,70,1.4017,48.77,52.38,0.78s,2.92s,0.43s
[38042],,,,,,,,,,,4,70,1.6901,37.6,39.5,0.78s,2.83s,0.42s
[38042],,,,,,,,,,,4,70,1.7173,36.78,39.2,0.78s,2.99s,0.50s
[38042],,,,,,,,,,,4,70,1.6925,37.97,39.64,0.78s,2.90s,0.43s
[38042],,,,,,,,,,,4,70,1.6825,38.39,39.28,0.78s,2.79s,0.42s
[38042],,,,,,,,,,,4,70,1.6858,37.76,41.0,0.78s,2.94s,0.43s
[38042],,,,,,,,,,,4,70,1.6949,37.62,39.73,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,4,70,1.6744,38.42,39.44,0.78s,2.81s,0.43s
[38042],,,,,,,,,,,4,70,1.6949,37.72,39.2,0.78s,2.92s,0.43s
[38042],,,,,,,,,,,4,70,1.7053,37.32,38.73,0.78s,2.92s,0.42s
[38042],,,,,,,,,,,4,70,1.4967,45.53,49.37,0.78s,2.80s,0.42s
[38042],,,,,,,,,,,4,70,1.5312,44.15,47.9,0.78s,3.02s,0.49s
[38042],,,,,,,,,,,4,70,1.5198,44.38,48.11,0.79s,2.92s,0.42s
[38042],,,,,,,,,,,4,70,1.4824,45.94,47.93,0.78s,2.81s,0.43s
[38042],,,,,,,,,,,4,70,1.4953,45.27,44.62,0.78s,2.92s,0.43s
[38042],,,,,,,,,,,4,70,1.5428,43.79,43.41,0.78s,2.93s,0.42s
[38042],,,,,,,,,,,4,70,1.5063,45.1,48.69,0.78s,2.80s,0.43s
[38042],,,,,,,,,,,4,70,1.538,43.92,47.31,0.78s,2.96s,0.43s
[38042],,,,,,,,,,,4,70,1.5202,44.71,46.84,0.78s,2.92s,0.42s
[38042],,,,,,,,,,,4,70,1.388,49.56,52.55,0.78s,2.80s,0.42s
[38042],,,,,,,,,,,4,70,1.4116,48.52,54.25,0.78s,3.07s,0.57s
[38042],,,,,,,,,,,4,70,1.4328,47.54,50.8,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,4,70,1.3896,49.6,51.35,0.78s,2.80s,0.42s
[38042],,,,,,,,,,,4,70,1.4014,48.83,50.7,0.78s,2.92s,0.42s
[38042],,,,,,,,,,,4,70,1.418,48.27,52.05,0.78s,2.94s,0.43s
[38042],,,,,,,,,,,4,70,1.3896,49.73,51.93,0.78s,2.80s,0.42s
[38042],,,,,,,,,,,4,70,1.4076,48.85,53.72,0.78s,2.92s,0.42s
[38042],,,,,,,,,,,4,70,1.4102,48.73,52.48,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,4,70,1.6928,37.58,40.77,0.78s,2.81s,0.43s
[38042],,,,,,,,,,,4,70,1.6891,38.01,39.84,0.79s,3.01s,0.43s
[38042],,,,,,,,,,,4,70,1.7257,36.18,38.01,0.78s,2.96s,0.43s
[38042],,,,,,,,,,,4,70,1.6731,38.57,39.66,0.79s,2.80s,0.42s
[38042],,,,,,,,,,,4,70,1.6994,37.35,40.64,0.78s,2.94s,0.42s
[38042],,,,,,,,,,,4,70,1.7088,37.0,38.51,0.78s,2.90s,0.42s
[38042],,,,,,,,,,,4,70,1.708,37.13,38.83,0.78s,2.80s,0.43s
[38042],,,,,,,,,,,4,70,1.7135,36.87,38.59,0.78s,2.94s,0.42s
[38042],,,,,,,,,,,4,70,1.7165,36.86,39.37,0.78s,2.91s,0.42s
[38042],,,,,,,,,,,4,70,1.4907,45.29,48.12,0.78s,2.81s,0.43s
[38042],,,,,,,,,,,4,70,1.4935,45.46,49.96,0.78s,3.09s,0.57s
[38042],,,,,,,,,,,4,70,1.5431,43.48,47.12,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,4,70,1.4819,46.07,49.54,0.78s,2.79s,0.42s
[38042],,,,,,,,,,,4,70,1.5186,44.47,48.43,0.79s,2.94s,0.42s
[38042],,,,,,,,,,,4,70,1.5361,43.92,47.28,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,4,70,1.4858,45.38,49.22,0.78s,2.81s,0.43s
[38042],,,,,,,,,,,4,70,1.5254,44.53,46.74,0.78s,2.91s,0.42s
[38042],,,,,,,,,,,4,70,1.5116,44.62,48.13,0.79s,2.94s,0.42s
[38042],,,,,,,,,,,4,70,1.3904,49.61,51.24,0.78s,2.81s,0.42s
[38042],,,,,,,,,,,4,70,1.4175,48.61,51.67,0.78s,2.94s,0.42s
[38042],,,,,,,,,,,4,70,1.4437,47.58,51.87,0.78s,2.92s,0.43s
[38042],,,,,,,,,,,4,70,1.4037,48.77,52.75,0.78s,2.79s,0.43s
[38042],,,,,,,,,,,4,70,1.407,48.72,49.08,0.78s,2.93s,0.42s
[38042],,,,,,,,,,,4,70,1.4131,48.36,53.35,0.78s,2.91s,0.42s
[38042],,,,,,,,,,,4,70,1.3893,49.44,52.6,0.78s,2.80s,0.42s
[38042],,,,,,,,,,,4,70,1.4118,48.39,51.23,0.79s,2.92s,0.43s
[38042],,,,,,,,,,,4,70,1.4319,47.85,52.73,0.78s,2.91s,0.42s
[38042],,,,,,,,,,,4,70,1.6776,38.34,39.05,0.78s,2.85s,0.43s
[38042],,,,,,,,,,,4,70,1.6875,37.76,38.1,0.78s,2.91s,0.42s
[38042],,,,,,,,,,,4,70,1.7069,37.26,38.51,0.78s,2.92s,0.42s
[38042],,,,,,,,,,,4,70,1.6509,39.5,42.17,0.78s,2.81s,0.43s
[38042],,,,,,,,,,,4,70,1.7027,37.46,37.21,0.78s,2.92s,0.42s
[38042],,,,,,,,,,,4,70,1.7092,36.81,37.09,0.78s,2.92s,0.42s
[38042],,,,,,,,,,,4,70,1.667,38.88,41.89,0.78s,2.82s,0.42s
[38042],,,,,,,,,,,4,70,1.6838,38.0,38.22,0.78s,2.94s,0.43s
[38042],,,,,,,,,,,4,70,1.7075,37.07,38.4,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,4,70,1.509,45.02,49.0,0.78s,2.80s,0.42s
[38042],,,,,,,,,,,4,70,1.5111,44.92,49.15,0.78s,3.07s,0.57s
[38042],,,,,,,,,,,4,70,1.5262,44.21,48.49,0.78s,2.93s,0.42s
[38042],,,,,,,,,,,4,70,1.4892,45.69,49.66,0.78s,2.82s,0.43s
[38042],,,,,,,,,,,4,70,1.5488,43.49,44.92,0.78s,2.93s,0.42s
[38042],,,,,,,,,,,4,70,1.5385,43.7,47.27,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,4,70,1.5199,44.45,46.83,0.78s,2.81s,0.43s
[38042],,,,,,,,,,,4,70,1.4585,47.07,48.82,0.78s,2.94s,0.43s
[38042],,,,,,,,,,,4,70,1.5098,44.75,46.76,0.78s,2.93s,0.42s
[38042],,,,,,,,,,,4,70,1.3879,49.27,52.67,0.78s,2.80s,0.42s
[38042],,,,,,,,,,,4,70,1.4181,48.42,52.94,0.78s,2.94s,0.43s
[38042],,,,,,,,,,,4,70,1.4358,47.71,53.27,0.79s,2.92s,0.43s
[38042],,,,,,,,,,,4,70,1.3883,49.28,50.06,0.78s,2.80s,0.42s
[38042],,,,,,,,,,,4,70,1.4175,48.07,53.34,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,4,70,1.4218,48.29,49.4,0.79s,2.94s,0.42s
[38042],,,,,,,,,,,4,70,1.3862,49.44,50.91,0.78s,2.81s,0.42s
[38042],,,,,,,,,,,4,70,1.402,49.09,52.92,0.78s,2.97s,0.43s
[38042],,,,,,,,,,,4,70,1.4321,47.47,52.02,0.78s,2.92s,0.42s
[38042],,,,,,,,,,,4,70,1.6781,38.33,38.94,0.78s,2.81s,0.42s
[38042],,,,,,,,,,,4,70,1.6978,37.54,39.26,0.78s,2.95s,0.42s
[38042],,,,,,,,,,,4,70,1.6927,37.93,37.02,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,4,70,1.6885,38.0,38.08,0.78s,2.81s,0.43s
[38042],,,,,,,,,,,4,70,1.6991,37.28,37.18,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,4,70,1.7087,36.93,36.66,0.79s,2.93s,0.43s
[38042],,,,,,,,,,,4,70,1.6882,38.0,41.47,0.78s,2.80s,0.42s
[38042],,,,,,,,,,,4,70,1.7023,37.31,39.84,0.78s,2.94s,0.43s
[38042],,,,,,,,,,,4,70,1.7034,37.66,39.84,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,4,70,1.5051,45.11,49.35,0.78s,2.81s,0.43s
[38042],,,,,,,,,,,4,70,1.5271,43.96,47.76,0.78s,2.94s,0.43s
[38042],,,,,,,,,,,4,70,1.5436,43.7,47.0,0.78s,2.92s,0.43s
[38042],,,,,,,,,,,4,70,1.4895,45.46,49.17,0.79s,2.84s,0.42s
[38042],,,,,,,,,,,4,70,1.502,45.18,49.09,0.78s,2.93s,0.42s
[38042],,,,,,,,,,,4,70,1.5233,44.32,47.09,0.78s,2.94s,0.42s
[38042],,,,,,,,,,,4,70,1.5164,44.64,48.09,0.78s,2.82s,0.43s
[38042],,,,,,,,,,,4,70,1.5015,45.21,48.3,0.79s,2.93s,0.43s
[38042],,,,,,,,,,,4,70,1.489,45.38,50.48,0.79s,2.92s,0.43s
[38042],,,,,,,,,,,4,70,1.4086,48.65,53.39,0.79s,2.81s,0.42s
[38042],,,,,,,,,,,4,70,1.3809,49.76,54.42,0.78s,2.95s,0.42s
[38042],,,,,,,,,,,4,70,1.4239,48.21,50.95,0.78s,2.92s,0.43s
[38042],,,,,,,,,,,4,70,1.3795,49.8,53.73,0.78s,2.79s,0.43s
[38042],,,,,,,,,,,4,70,1.4032,48.76,52.49,0.78s,2.91s,0.43s
[38042],,,,,,,,,,,4,70,1.4006,49.12,51.6,0.78s,2.92s,0.42s
[38042],,,,,,,,,,,4,70,1.3919,49.48,54.06,0.80s,2.79s,0.43s
[38042],,,,,,,,,,,4,70,1.4153,48.19,52.87,0.78s,2.92s,0.42s
[38042],,,,,,,,,,,4,70,1.4211,48.17,49.27,0.78s,2.91s,0.42s
[38042],,,,,,,,,,,5,70,1.5374,44.25,46.73,0.81s,2.89s,0.45s
[38042],,,,,,,,,,,5,70,1.5801,42.45,44.08,0.78s,2.98s,0.45s
[38042],,,,,,,,,,,5,70,1.5666,42.74,44.37,0.78s,3.04s,0.44s
[38042],,,,,,,,,,,5,70,1.5604,43.14,43.69,0.78s,2.81s,0.43s
[38042],,,,,,,,,,,5,70,1.5826,42.39,45.51,0.78s,2.92s,0.43s
[38042],,,,,,,,,,,5,70,1.6207,40.96,41.54,0.78s,2.94s,0.43s
[38042],,,,,,,,,,,5,70,1.5678,43.06,43.76,0.78s,2.81s,0.43s
[38042],,,,,,,,,,,5,70,1.5852,42.3,43.49,0.78s,2.96s,0.43s
[38042],,,,,,,,,,,5,70,1.5919,41.88,44.31,0.78s,2.95s,0.43s
[38042],,,,,,,,,,,5,70,1.3215,52.16,55.32,0.78s,2.83s,0.43s
[38042],,,,,,,,,,,5,70,1.343,51.3,53.59,0.78s,2.95s,0.51s
[38042],,,,,,,,,,,5,70,1.3686,50.32,54.45,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,5,70,1.3295,51.97,52.53,0.79s,2.81s,0.43s
[38042],,,,,,,,,,,5,70,1.3262,52.18,54.01,0.78s,2.94s,0.43s
[38042],,,,,,,,,,,5,70,1.3819,49.96,52.55,0.78s,2.94s,0.43s
[38042],,,,,,,,,,,5,70,1.3183,52.32,53.43,0.78s,2.83s,0.43s
[38042],,,,,,,,,,,5,70,1.333,51.78,53.99,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,5,70,1.3666,50.31,51.83,0.78s,2.95s,0.43s
[38042],,,,,,,,,,,5,70,1.3235,52.19,56.73,0.78s,2.90s,0.45s
[38042],,,,,,,,,,,5,70,1.3216,52.07,52.82,0.78s,3.24s,0.45s
[38042],,,,,,,,,,,5,70,1.3464,51.06,54.95,0.78s,2.94s,0.43s
[38042],,,,,,,,,,,5,70,1.3081,52.65,55.81,0.78s,2.82s,0.43s
[38042],,,,,,,,,,,5,70,1.3211,52.17,54.39,0.78s,2.95s,0.43s
[38042],,,,,,,,,,,5,70,1.3445,51.31,53.2,0.78s,2.95s,0.43s
[38042],,,,,,,,,,,5,70,1.3304,51.85,52.57,0.78s,2.83s,0.42s
[38042],,,,,,,,,,,5,70,1.3328,51.74,53.81,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,5,70,1.3329,51.34,54.24,0.78s,2.94s,0.43s
[38042],,,,,,,,,,,5,70,1.5407,44.28,45.54,0.78s,2.83s,0.42s
[38042],,,,,,,,,,,5,70,1.6079,41.16,42.77,0.78s,3.00s,0.51s
[38042],,,,,,,,,,,5,70,1.5877,42.25,43.62,0.78s,2.92s,0.43s
[38042],,,,,,,,,,,5,70,1.5796,42.59,43.08,0.78s,2.81s,0.43s
[38042],,,,,,,,,,,5,70,1.5781,42.42,45.18,0.78s,2.92s,0.43s
[38042],,,,,,,,,,,5,70,1.605,41.04,44.83,0.78s,2.91s,0.43s
[38042],,,,,,,,,,,5,70,1.5638,42.88,44.97,0.78s,2.81s,0.43s
[38042],,,,,,,,,,,5,70,1.5845,42.07,44.2,0.78s,2.96s,0.43s
[38042],,,,,,,,,,,5,70,1.6135,41.15,42.38,0.78s,2.93s,0.42s
[38042],,,,,,,,,,,5,70,1.348,51.21,53.25,0.78s,2.79s,0.43s
[38042],,,,,,,,,,,5,70,1.3628,50.44,50.03,0.78s,3.03s,0.50s
[38042],,,,,,,,,,,5,70,1.3692,50.0,52.37,0.79s,2.92s,0.43s
[38042],,,,,,,,,,,5,70,1.3391,51.59,55.5,0.78s,2.81s,0.42s
[38042],,,,,,,,,,,5,70,1.3545,50.92,53.12,0.78s,2.92s,0.42s
[38042],,,,,,,,,,,5,70,1.3812,49.55,52.02,0.78s,2.95s,0.43s
[38042],,,,,,,,,,,5,70,1.3409,51.34,54.91,0.78s,2.82s,0.42s
[38042],,,,,,,,,,,5,70,1.383,49.68,50.6,0.78s,2.92s,0.43s
[38042],,,,,,,,,,,5,70,1.3651,50.24,51.59,0.78s,2.91s,0.43s
[38042],,,,,,,,,,,5,70,1.3023,52.83,55.76,0.78s,2.81s,0.43s
[38042],,,,,,,,,,,5,70,1.3189,52.08,53.66,0.78s,3.16s,0.42s
[38042],,,,,,,,,,,5,70,1.3575,50.64,49.92,0.78s,2.92s,0.42s
[38042],,,,,,,,,,,5,70,1.3064,52.48,54.59,0.78s,2.80s,0.43s
[38042],,,,,,,,,,,5,70,1.3245,51.82,54.73,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,5,70,1.3414,51.72,54.3,0.78s,2.91s,0.43s
[38042],,,,,,,,,,,5,70,1.2916,53.18,56.3,0.78s,2.80s,0.42s
[38042],,,,,,,,,,,5,70,1.3223,52.16,53.11,0.78s,2.93s,0.42s
[38042],,,,,,,,,,,5,70,1.3342,51.28,54.33,0.78s,2.92s,0.42s
[38042],,,,,,,,,,,5,70,1.5923,41.92,42.34,0.78s,2.84s,0.42s
[38042],,,,,,,,,,,5,70,1.5676,42.74,44.79,0.79s,3.00s,0.43s
[38042],,,,,,,,,,,5,70,1.6344,40.04,40.22,0.78s,2.90s,0.43s
[38042],,,,,,,,,,,5,70,1.542,43.72,46.14,0.79s,2.80s,0.43s
[38042],,,,,,,,,,,5,70,1.5786,42.46,44.73,0.78s,2.93s,0.42s
[38042],,,,,,,,,,,5,70,1.6174,40.61,42.93,0.78s,2.92s,0.42s
[38042],,,,,,,,,,,5,70,1.5822,42.3,47.04,0.78s,2.81s,0.43s
[38042],,,,,,,,,,,5,70,1.6068,41.08,44.17,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,5,70,1.5957,41.81,44.1,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,5,70,1.353,50.87,53.2,0.78s,2.81s,0.43s
