seed,phase,phase_name,phase_total_runs,phase_epochs_per_run,run_idx,run_total,lr,wd,bs,drop_path_rate,epoch,epoch_total,loss,train_acc_pct,test_acc_pct,dl_time,train_time,eval_time
[38042],,,,,,,,,,,12,70,0.9873,64.82,67.3,0.78s,2.94s,0.42s
[38042],,,,,,,,,,,12,70,1.0373,62.89,63.45,0.78s,2.81s,0.42s
[38042],,,,,,,,,,,12,70,1.0646,62.02,63.4,0.78s,2.94s,0.42s
[38042],,,,,,,,,,,12,70,1.0943,60.8,62.17,0.78s,2.92s,0.43s
[38042],,,,,,,,,,,12,70,1.0301,63.37,64.22,0.78s,2.82s,0.42s
[38042],,,,,,,,,,,12,70,1.0504,62.59,63.39,0.78s,2.93s,0.42s
[38042],,,,,,,,,,,12,70,1.1144,59.72,60.95,0.79s,2.92s,0.42s
[38042],,,,,,,,,,,12,70,1.0298,63.07,63.74,0.78s,2.82s,0.42s
[38042],,,,,,,,,,,12,70,1.0684,61.8,62.38,0.78s,2.94s,0.43s
[38042],,,,,,,,,,,12,70,1.0968,60.65,61.01,0.78s,2.92s,0.42s
[38042],,,,,,,,,,,12,70,0.9177,67.29,66.61,0.78s,2.82s,0.42s
[38042],,,,,,,,,,,12,70,0.9475,66.32,66.66,0.78s,2.95s,0.43s
[38042],,,,,,,,,,,12,70,0.9894,64.69,65.45,0.78s,2.97s,0.43s
[38042],,,,,,,,,,,12,70,0.9205,67.26,66.85,0.79s,2.82s,0.43s
[38042],,,,,,,,,,,12,70,0.9591,65.83,66.08,0.78s,2.93s,0.42s
[38042],,,,,,,,,,,12,70,0.9763,65.0,66.73,0.78s,2.95s,0.42s
[38042],,,,,,,,,,,12,70,0.927,66.86,66.74,0.78s,2.81s,0.43s
[38042],,,,,,,,,,,12,70,0.9657,65.55,66.18,0.79s,2.93s,0.43s
[38042],,,,,,,,,,,12,70,0.9675,65.52,66.24,0.79s,2.93s,0.43s
[38042],,,,,,,,,,,12,70,0.9753,65.15,66.26,0.79s,2.81s,0.42s
[38042],,,,,,,,,,,12,70,0.9618,65.54,67.33,0.78s,3.14s,0.43s
[38042],,,,,,,,,,,12,70,0.9904,64.48,67.14,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,12,70,0.9476,66.24,67.55,0.78s,2.81s,0.43s
[38042],,,,,,,,,,,12,70,0.9646,65.76,67.42,0.78s,2.91s,0.43s
[38042],,,,,,,,,,,12,70,0.9761,65.27,68.1,0.78s,2.93s,0.42s
[38042],,,,,,,,,,,12,70,0.9487,66.35,67.32,0.80s,2.80s,0.43s
[38042],,,,,,,,,,,12,70,0.9434,66.36,67.71,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,12,70,0.9822,65.04,66.64,0.78s,2.91s,0.42s
[38042],,,,,,,,,,,13,70,0.9842,65.03,65.57,0.81s,2.90s,0.44s
[38042],,,,,,,,,,,13,70,1.0337,62.94,62.93,0.78s,3.03s,0.47s
[38042],,,,,,,,,,,13,70,1.0551,62.28,61.82,0.78s,3.01s,0.44s
[38042],,,,,,,,,,,13,70,0.9858,64.89,65.2,0.78s,2.80s,0.43s
[38042],,,,,,,,,,,13,70,1.028,63.41,63.79,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,13,70,1.0831,61.24,62.66,0.78s,2.94s,0.43s
[38042],,,,,,,,,,,13,70,1.0074,64.1,64.1,0.78s,2.81s,0.42s
[38042],,,,,,,,,,,13,70,1.0409,62.84,63.25,0.78s,2.92s,0.44s
[38042],,,,,,,,,,,13,70,1.0611,61.87,62.29,0.78s,2.94s,0.43s
[38042],,,,,,,,,,,13,70,0.8798,68.69,67.41,0.78s,2.82s,0.44s
[38042],,,,,,,,,,,13,70,0.9024,67.72,67.1,0.78s,3.01s,0.43s
[38042],,,,,,,,,,,13,70,0.9433,66.42,68.06,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,13,70,0.8796,68.77,68.48,0.79s,2.81s,0.43s
[38042],,,,,,,,,,,13,70,0.9295,66.73,66.79,0.78s,2.94s,0.43s
[38042],,,,,,,,,,,13,70,0.9546,66.09,66.74,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,13,70,0.9128,67.25,67.23,0.78s,2.81s,0.43s
[38042],,,,,,,,,,,13,70,0.9226,67.19,68.56,0.78s,2.97s,0.43s
[38042],,,,,,,,,,,13,70,0.9448,66.39,67.01,0.78s,2.94s,0.44s
[38042],,,,,,,,,,,13,70,0.9107,67.4,68.02,0.78s,2.92s,0.45s
[38042],,,,,,,,,,,13,70,0.9225,67.24,69.1,0.78s,3.00s,0.44s
[38042],,,,,,,,,,,13,70,0.925,67.19,68.74,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,13,70,0.9193,67.35,69.04,0.78s,2.80s,0.43s
[38042],,,,,,,,,,,13,70,0.9315,66.73,67.62,0.78s,2.94s,0.43s
[38042],,,,,,,,,,,13,70,0.9382,66.71,68.49,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,13,70,0.8988,68.04,68.41,0.78s,2.83s,0.43s
[38042],,,,,,,,,,,13,70,0.9192,67.17,69.14,0.78s,2.94s,0.43s
[38042],,,,,,,,,,,13,70,0.9284,67.21,67.92,0.78s,2.95s,0.42s
[38042],,,,,,,,,,,13,70,1.0038,64.09,65.12,0.78s,2.83s,0.42s
[38042],,,,,,,,,,,13,70,1.0344,62.98,63.98,0.78s,2.93s,0.42s
[38042],,,,,,,,,,,13,70,1.0492,62.17,62.4,0.78s,2.92s,0.43s
[38042],,,,,,,,,,,13,70,0.9897,64.71,64.37,0.78s,2.80s,0.42s
[38042],,,,,,,,,,,13,70,1.0502,62.46,62.33,0.78s,2.93s,0.42s
[38042],,,,,,,,,,,13,70,1.0727,61.63,62.95,0.78s,2.91s,0.43s
[38042],,,,,,,,,,,13,70,1.0081,63.77,63.51,0.78s,2.79s,0.43s
[38042],,,,,,,,,,,13,70,1.0327,63.1,63.75,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,13,70,1.0686,61.56,62.16,0.78s,2.92s,0.42s
[38042],,,,,,,,,,,13,70,0.8897,68.39,67.04,0.78s,2.81s,0.42s
[38042],,,,,,,,,,,13,70,0.9167,67.27,67.99,0.78s,2.96s,0.43s
[38042],,,,,,,,,,,13,70,0.9426,66.53,66.85,0.79s,2.91s,0.43s
[38042],,,,,,,,,,,13,70,0.9093,67.43,67.66,0.78s,2.80s,0.42s
[38042],,,,,,,,,,,13,70,0.9257,66.69,68.53,0.78s,2.91s,0.43s
[38042],,,,,,,,,,,13,70,0.9637,65.4,67.21,0.78s,2.92s,0.43s
[38042],,,,,,,,,,,13,70,0.8862,68.4,69.68,0.78s,2.81s,0.43s
[38042],,,,,,,,,,,13,70,0.9415,66.48,67.16,0.78s,2.95s,0.42s
[38042],,,,,,,,,,,13,70,0.9559,65.88,67.8,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,13,70,0.9052,67.98,69.22,0.78s,2.81s,0.43s
[38042],,,,,,,,,,,13,70,0.92,67.35,67.68,0.78s,2.91s,0.42s
[38042],,,,,,,,,,,13,70,0.9487,66.13,66.58,0.78s,2.91s,0.42s
[38042],,,,,,,,,,,13,70,0.9103,67.43,65.89,0.78s,2.81s,0.43s
[38042],,,,,,,,,,,13,70,0.9314,66.75,66.29,0.78s,2.94s,0.43s
[38042],,,,,,,,,,,13,70,0.9256,67.22,68.04,0.78s,2.92s,0.42s
[38042],,,,,,,,,,,13,70,0.9102,67.72,67.62,0.78s,2.80s,0.43s
[38042],,,,,,,,,,,13,70,0.9417,66.59,66.88,0.78s,2.91s,0.43s
[38042],,,,,,,,,,,13,70,0.9308,66.9,69.38,0.78s,2.94s,0.43s
[38042],,,,,,,,,,,13,70,1.0033,64.05,63.98,0.78s,2.82s,0.43s
[38042],,,,,,,,,,,13,70,1.0304,63.26,62.61,0.79s,2.93s,0.43s
[38042],,,,,,,,,,,13,70,1.0544,62.1,63.17,0.78s,2.91s,0.42s
[38042],,,,,,,,,,,13,70,1.0066,63.98,64.89,0.79s,2.80s,0.43s
[38042],,,,,,,,,,,13,70,1.0307,63.25,64.28,0.78s,2.91s,0.42s
[38042],,,,,,,,,,,13,70,1.0586,62.1,62.58,0.78s,2.94s,0.42s
[38042],,,,,,,,,,,13,70,0.9993,64.22,64.07,0.78s,2.81s,0.43s
[38042],,,,,,,,,,,13,70,1.0393,62.87,63.8,0.78s,2.92s,0.43s
[38042],,,,,,,,,,,13,70,1.0647,61.83,61.32,0.78s,2.91s,0.43s
[38042],,,,,,,,,,,13,70,0.8963,68.01,68.29,0.78s,2.80s,0.42s
[38042],,,,,,,,,,,13,70,0.9082,67.67,67.44,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,13,70,0.9316,66.94,68.54,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,13,70,0.8836,68.33,69.15,0.78s,2.82s,0.43s
[38042],,,,,,,,,,,13,70,0.9207,67.14,68.74,0.79s,2.91s,0.42s
[38042],,,,,,,,,,,13,70,0.9547,66.02,67.24,0.78s,2.92s,0.42s
[38042],,,,,,,,,,,13,70,0.8945,68.22,68.46,0.78s,2.83s,0.43s
[38042],,,,,,,,,,,13,70,0.933,66.73,67.11,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,13,70,0.9744,65.0,66.66,0.79s,2.95s,0.42s
[38042],,,,,,,,,,,13,70,0.9124,67.34,68.19,0.78s,2.82s,0.42s
[38042],,,,,,,,,,,13,70,0.9224,67.09,66.54,0.78s,2.92s,0.42s
[38042],,,,,,,,,,,13,70,0.9764,64.98,64.7,0.78s,2.92s,0.43s
[38042],,,,,,,,,,,13,70,0.9016,68.06,68.47,0.78s,2.81s,0.43s
[38042],,,,,,,,,,,13,70,0.9061,67.8,68.72,0.78s,2.91s,0.42s
[38042],,,,,,,,,,,13,70,0.9318,66.87,65.45,0.78s,2.91s,0.44s
[38042],,,,,,,,,,,13,70,0.9054,67.9,68.46,0.78s,2.83s,0.42s
[38042],,,,,,,,,,,13,70,0.9342,67.02,67.55,0.79s,2.92s,0.42s
[38042],,,,,,,,,,,13,70,0.9447,66.45,66.61,0.78s,2.91s,0.42s
[38042],,,,,,,,,,,13,70,1.0055,63.87,63.97,0.78s,2.80s,0.43s
[38042],,,,,,,,,,,13,70,1.0431,62.67,63.56,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,13,70,1.0575,62.21,63.53,0.78s,2.92s,0.43s
[38042],,,,,,,,,,,13,70,0.9922,64.43,65.64,0.78s,2.79s,0.42s
[38042],,,,,,,,,,,13,70,1.0413,62.62,62.52,0.78s,2.92s,0.43s
[38042],,,,,,,,,,,13,70,1.0627,61.82,63.01,0.78s,2.92s,0.43s
[38042],,,,,,,,,,,13,70,0.9862,64.78,65.44,0.78s,2.80s,0.43s
[38042],,,,,,,,,,,13,70,1.0291,63.17,64.08,0.78s,2.94s,0.43s
[38042],,,,,,,,,,,13,70,1.0738,61.64,63.41,0.78s,2.94s,0.43s
[38042],,,,,,,,,,,13,70,0.8654,69.21,70.07,0.78s,2.82s,0.43s
[38042],,,,,,,,,,,13,70,0.8953,68.19,70.03,0.78s,2.93s,0.42s
[38042],,,,,,,,,,,13,70,0.9474,66.19,66.59,0.78s,2.93s,0.42s
[38042],,,,,,,,,,,13,70,0.9056,67.66,68.52,0.78s,2.81s,0.43s
[38042],,,,,,,,,,,13,70,0.9155,67.29,68.19,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,13,70,0.9443,66.27,66.49,0.78s,2.93s,0.42s
[38042],,,,,,,,,,,13,70,0.9017,67.96,68.54,0.78s,2.80s,0.43s
[38042],,,,,,,,,,,13,70,0.9506,66.25,68.0,0.78s,2.95s,0.43s
[38042],,,,,,,,,,,13,70,0.9669,65.47,67.62,0.78s,2.94s,0.42s
[38042],,,,,,,,,,,13,70,0.9062,67.85,68.2,0.78s,2.82s,0.43s
[38042],,,,,,,,,,,13,70,0.908,67.73,68.53,0.78s,2.92s,0.42s
[38042],,,,,,,,,,,13,70,0.9341,66.55,67.94,0.79s,2.94s,0.42s
[38042],,,,,,,,,,,13,70,0.9106,67.72,68.99,0.78s,2.83s,0.42s
[38042],,,,,,,,,,,13,70,0.9223,67.11,67.34,0.78s,2.94s,0.43s
[38042],,,,,,,,,,,13,70,0.9331,66.88,68.03,0.79s,2.93s,0.43s
[38042],,,,,,,,,,,13,70,0.9052,67.91,69.13,0.78s,2.81s,0.42s
[38042],,,,,,,,,,,13,70,0.9286,66.9,68.41,0.78s,2.94s,0.42s
[38042],,,,,,,,,,,13,70,0.9489,66.28,68.04,0.78s,2.93s,0.42s
[38042],,,,,,,,,,,13,70,0.9965,64.45,63.63,0.78s,2.81s,0.43s
[38042],,,,,,,,,,,13,70,1.0346,63.19,64.94,0.78s,2.96s,0.43s
[38042],,,,,,,,,,,13,70,1.0681,61.55,62.42,0.78s,2.95s,0.43s
[38042],,,,,,,,,,,13,70,0.9955,64.36,64.53,0.78s,2.81s,0.43s
[38042],,,,,,,,,,,13,70,1.0189,63.45,64.74,0.78s,2.93s,0.42s
[38042],,,,,,,,,,,13,70,1.0773,61.39,63.17,0.79s,2.94s,0.43s
[38042],,,,,,,,,,,13,70,1.0053,64.14,63.91,0.78s,2.83s,0.42s
[38042],,,,,,,,,,,13,70,1.0427,62.42,62.96,0.78s,2.91s,0.43s
[38042],,,,,,,,,,,13,70,1.0716,61.53,62.72,0.78s,2.92s,0.42s
[38042],,,,,,,,,,,13,70,0.8765,69.13,68.83,0.78s,2.81s,0.42s
[38042],,,,,,,,,,,13,70,0.9108,67.61,68.75,0.78s,2.96s,0.43s
[38042],,,,,,,,,,,13,70,0.9604,65.83,65.18,0.78s,2.93s,0.42s
[38042],,,,,,,,,,,13,70,0.8904,68.48,68.44,0.79s,2.81s,0.42s
[38042],,,,,,,,,,,13,70,0.9207,67.1,68.73,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,13,70,0.9438,66.26,65.26,0.78s,2.93s,0.42s
[38042],,,,,,,,,,,13,70,0.8982,67.98,69.52,0.78s,2.82s,0.42s
[38042],,,,,,,,,,,13,70,0.9404,66.51,67.7,0.79s,2.96s,0.43s
[38042],,,,,,,,,,,13,70,0.9481,66.28,65.94,0.79s,2.93s,0.42s
[38042],,,,,,,,,,,13,70,0.9369,66.76,67.9,0.79s,2.81s,0.43s
[38042],,,,,,,,,,,13,70,0.9181,67.32,68.98,0.78s,3.02s,0.43s
[38042],,,,,,,,,,,13,70,0.9511,65.99,68.37,0.78s,2.91s,0.42s
[38042],,,,,,,,,,,13,70,0.9044,67.85,68.07,0.78s,2.80s,0.43s
[38042],,,,,,,,,,,13,70,0.9299,66.69,67.74,0.78s,2.91s,0.42s
[38042],,,,,,,,,,,13,70,0.9405,66.46,67.17,0.78s,2.91s,0.42s
[38042],,,,,,,,,,,13,70,0.9079,67.71,65.25,0.80s,2.78s,0.42s
[38042],,,,,,,,,,,13,70,0.9063,67.97,67.23,0.78s,2.93s,0.42s
[38042],,,,,,,,,,,13,70,0.9313,66.89,67.73,0.78s,2.92s,0.42s
[38042],,,,,,,,,,,14,70,0.9516,66.1,65.71,0.81s,2.89s,0.44s
[38042],,,,,,,,,,,14,70,1.0061,64.06,64.48,0.78s,3.05s,0.51s
[38042],,,,,,,,,,,14,70,1.0255,63.27,64.13,0.78s,2.99s,0.44s
[38042],,,,,,,,,,,14,70,0.9479,66.32,65.7,0.78s,2.83s,0.43s
[38042],,,,,,,,,,,14,70,1.0006,64.31,65.18,0.78s,2.93s,0.44s
[38042],,,,,,,,,,,14,70,1.0497,62.36,63.41,0.78s,2.93s,0.42s
[38042],,,,,,,,,,,14,70,0.9797,64.99,64.39,0.78s,2.81s,0.43s
[38042],,,,,,,,,,,14,70,1.0117,64.0,64.62,0.78s,2.96s,0.43s
[38042],,,,,,,,,,,14,70,1.0348,63.0,62.7,0.78s,2.94s,0.43s
[38042],,,,,,,,,,,14,70,0.8527,69.84,69.13,0.78s,2.82s,0.43s
[38042],,,,,,,,,,,14,70,0.8773,68.77,70.47,0.78s,3.03s,0.43s
[38042],,,,,,,,,,,14,70,0.9076,67.76,70.01,0.78s,2.94s,0.42s
[38042],,,,,,,,,,,14,70,0.8563,69.65,69.28,0.79s,2.81s,0.43s
[38042],,,,,,,,,,,14,70,0.8912,68.25,69.39,0.78s,2.93s,0.42s
[38042],,,,,,,,,,,14,70,0.9228,67.13,67.8,0.78s,2.95s,0.43s
[38042],,,,,,,,,,,14,70,0.8789,68.71,68.07,0.78s,2.83s,0.43s
[38042],,,,,,,,,,,14,70,0.8868,68.4,70.42,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,14,70,0.9155,67.53,67.68,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,14,70,0.8697,69.3,70.43,0.78s,2.91s,0.44s
[38042],,,,,,,,,,,14,70,0.8927,68.39,70.41,0.78s,2.97s,0.44s
[38042],,,,,,,,,,,14,70,0.9004,67.89,71.03,0.78s,2.95s,0.44s
[38042],,,,,,,,,,,14,70,0.8734,68.95,67.54,0.78s,2.81s,0.44s
[38042],,,,,,,,,,,14,70,0.889,68.32,70.37,0.78s,2.94s,0.43s
[38042],,,,,,,,,,,14,70,0.8983,67.93,70.08,0.78s,2.92s,0.43s
[38042],,,,,,,,,,,14,70,0.8683,69.03,71.27,0.78s,2.81s,0.43s
[38042],,,,,,,,,,,14,70,0.8929,68.21,70.38,0.78s,2.99s,0.43s
[38042],,,,,,,,,,,14,70,0.8944,68.47,70.25,0.78s,2.96s,0.43s
[38042],,,,,,,,,,,14,70,0.9704,65.31,63.47,0.78s,2.84s,0.43s
[38042],,,,,,,,,,,14,70,1.0099,63.8,63.92,0.78s,2.91s,0.43s
[38042],,,,,,,,,,,14,70,1.0231,63.33,64.53,0.78s,2.91s,0.42s
[38042],,,,,,,,,,,14,70,0.9582,65.99,65.38,0.78s,2.79s,0.43s
[38042],,,,,,,,,,,14,70,1.025,63.41,64.96,0.78s,2.91s,0.43s
[38042],,,,,,,,,,,14,70,1.0393,62.69,64.19,0.78s,2.92s,0.42s
[38042],,,,,,,,,,,14,70,0.9773,65.08,62.62,0.78s,2.80s,0.42s
[38042],,,,,,,,,,,14,70,1.0089,64.12,63.42,0.78s,2.91s,0.42s
[38042],,,,,,,,,,,14,70,1.0376,62.86,62.43,0.78s,2.92s,0.43s
[38042],,,,,,,,,,,14,70,0.8487,69.92,69.16,0.78s,2.79s,0.43s
[38042],,,,,,,,,,,14,70,0.8827,68.55,68.84,0.78s,2.94s,0.43s
[38042],,,,,,,,,,,14,70,0.9072,67.72,69.36,0.79s,2.94s,0.42s
[38042],,,,,,,,,,,14,70,0.874,68.9,69.19,0.78s,2.81s,0.42s
[38042],,,,,,,,,,,14,70,0.8945,68.06,68.43,0.78s,2.92s,0.43s
[38042],,,,,,,,,,,14,70,0.9269,66.93,67.23,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,14,70,0.8495,69.75,70.67,0.78s,2.79s,0.43s
[38042],,,,,,,,,,,14,70,0.9083,67.7,68.89,0.78s,2.96s,0.42s
[38042],,,,,,,,,,,14,70,0.9355,66.77,68.51,0.78s,2.94s,0.43s
[38042],,,,,,,,,,,14,70,0.8716,68.99,68.5,0.78s,2.81s,0.43s
[38042],,,,,,,,,,,14,70,0.8724,69.02,68.23,0.78s,2.91s,0.43s
[38042],,,,,,,,,,,14,70,0.9274,66.96,68.73,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,14,70,0.8654,69.48,70.38,0.78s,2.80s,0.43s
[38042],,,,,,,,,,,14,70,0.8953,68.08,69.23,0.78s,2.92s,0.43s
[38042],,,,,,,,,,,14,70,0.8824,68.57,70.21,0.78s,2.91s,0.43s
[38042],,,,,,,,,,,14,70,0.8727,69.18,69.65,0.78s,2.80s,0.42s
[38042],,,,,,,,,,,14,70,0.8964,68.18,67.31,0.78s,2.96s,0.43s
[38042],,,,,,,,,,,14,70,0.8984,68.19,70.11,0.78s,2.94s,0.42s
[38042],,,,,,,,,,,14,70,0.9715,65.42,65.61,0.78s,2.80s,0.43s
[38042],,,,,,,,,,,14,70,1.0076,63.97,65.65,0.79s,2.94s,0.42s
[38042],,,,,,,,,,,14,70,1.0261,63.37,64.46,0.78s,2.92s,0.43s
[38042],,,,,,,,,,,14,70,0.9747,65.32,65.43,0.79s,2.81s,0.43s
[38042],,,,,,,,,,,14,70,1.0085,63.81,64.63,0.78s,2.92s,0.43s
[38042],,,,,,,,,,,14,70,1.0329,62.75,64.28,0.78s,2.91s,0.42s
[38042],,,,,,,,,,,14,70,0.964,65.69,64.87,0.78s,2.83s,0.42s
[38042],,,,,,,,,,,14,70,1.0115,63.7,64.32,0.78s,2.95s,0.42s
[38042],,,,,,,,,,,14,70,1.0355,62.93,62.93,0.78s,2.94s,0.43s
[38042],,,,,,,,,,,14,70,0.8608,69.38,70.23,0.78s,2.80s,0.43s
[38042],,,,,,,,,,,14,70,0.8704,69.04,68.12,0.78s,2.95s,0.43s
[38042],,,,,,,,,,,14,70,0.897,68.0,69.82,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,14,70,0.846,69.86,68.82,0.78s,2.80s,0.43s
[38042],,,,,,,,,,,14,70,0.8852,68.27,67.62,0.79s,2.93s,0.42s
[38042],,,,,,,,,,,14,70,0.912,67.45,69.63,0.78s,2.92s,0.43s
[38042],,,,,,,,,,,14,70,0.853,69.63,68.41,0.78s,2.84s,0.43s
[38042],,,,,,,,,,,14,70,0.9047,67.72,67.55,0.78s,2.91s,0.42s
[38042],,,,,,,,,,,14,70,0.9419,66.34,68.2,0.79s,2.92s,0.42s
[38042],,,,,,,,,,,14,70,0.8752,68.89,68.56,0.78s,2.81s,0.42s
[38042],,,,,,,,,,,14,70,0.8807,68.61,69.61,0.78s,2.92s,0.42s
[38042],,,,,,,,,,,14,70,0.9427,66.41,69.22,0.78s,2.91s,0.43s
[38042],,,,,,,,,,,14,70,0.8674,69.2,69.28,0.78s,2.80s,0.43s
[38042],,,,,,,,,,,14,70,0.8627,69.16,70.22,0.78s,2.94s,0.43s
[38042],,,,,,,,,,,14,70,0.8886,68.48,68.31,0.78s,2.91s,0.42s
[38042],,,,,,,,,,,14,70,0.8688,69.21,69.52,0.78s,2.80s,0.43s
[38042],,,,,,,,,,,14,70,0.8867,68.58,70.87,0.79s,2.93s,0.43s
[38042],,,,,,,,,,,14,70,0.9035,67.99,68.3,0.78s,2.96s,0.42s
[38042],,,,,,,,,,,14,70,0.9661,65.34,65.92,0.78s,2.82s,0.42s
[38042],,,,,,,,,,,14,70,1.0094,63.97,64.26,0.78s,2.91s,0.43s
[38042],,,,,,,,,,,14,70,1.0314,63.18,64.51,0.78s,2.92s,0.43s
[38042],,,,,,,,,,,14,70,0.9607,65.73,66.95,0.78s,2.81s,0.42s
[38042],,,,,,,,,,,14,70,1.0096,64.01,64.56,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,14,70,1.0241,63.22,64.07,0.78s,2.92s,0.42s
[38042],,,,,,,,,,,14,70,0.9696,65.38,66.58,0.78s,2.81s,0.42s
[38042],,,,,,,,,,,14,70,0.9966,64.27,65.62,0.78s,2.92s,0.43s
[38042],,,,,,,,,,,14,70,1.0357,62.88,64.04,0.78s,2.94s,0.42s
[38042],,,,,,,,,,,14,70,0.8293,70.68,71.29,0.78s,2.79s,0.43s
[38042],,,,,,,,,,,14,70,0.8674,69.12,69.6,0.78s,2.96s,0.43s
[38042],,,,,,,,,,,14,70,0.9246,67.11,69.68,0.78s,2.91s,0.42s
[38042],,,,,,,,,,,14,70,0.87,69.05,68.8,0.78s,2.81s,0.43s
[38042],,,,,,,,,,,14,70,0.8941,68.21,69.86,0.78s,2.91s,0.43s
[38042],,,,,,,,,,,14,70,0.9218,67.15,68.39,0.78s,2.96s,0.42s
[38042],,,,,,,,,,,14,70,0.8615,69.37,69.77,0.78s,2.83s,0.43s
[38042],,,,,,,,,,,14,70,0.925,66.99,65.87,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,14,70,0.9335,66.77,68.3,0.78s,2.95s,0.43s
[38042],,,,,,,,,,,14,70,0.8683,69.08,69.87,0.78s,2.80s,0.42s
[38042],,,,,,,,,,,14,70,0.8759,68.81,70.34,0.78s,2.92s,0.43s
[38042],,,,,,,,,,,14,70,0.8867,68.63,70.08,0.79s,2.92s,0.43s
[38042],,,,,,,,,,,14,70,0.8817,68.83,69.13,0.78s,2.80s,0.42s
[38042],,,,,,,,,,,14,70,0.8879,68.5,68.78,0.78s,2.94s,0.43s
[38042],,,,,,,,,,,14,70,0.8967,68.28,68.74,0.79s,2.96s,0.42s
[38042],,,,,,,,,,,14,70,0.8709,69.22,69.66,0.78s,2.83s,0.43s
[38042],,,,,,,,,,,14,70,0.8985,67.95,67.96,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,14,70,0.9133,67.54,69.58,0.78s,2.94s,0.42s
[38042],,,,,,,,,,,14,70,0.9673,65.48,65.24,0.78s,2.81s,0.42s
[38042],,,,,,,,,,,14,70,0.9995,64.39,65.44,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,14,70,1.0369,62.75,63.04,0.78s,2.93s,0.43s
[38042],,,,,,,,,,,14,70,0.9647,65.52,64.55,0.78s,2.82s,0.42s
[38042],,,,,,,,,,,14,70,0.9935,64.54,65.32,0.78s,2.94s,0.42s
[38042],,,,,,,,,,,14,70,1.0543,62.26,62.64,0.79s,2.93s,0.43s
[38042],,,,,,,,,,,14,70,0.9802,65.06,63.95,0.78s,2.84s,0.42s
[38042],,,,,,,,,,,14,70,1.0117,63.91,64.48,0.78s,2.94s,0.43s
[38042],,,,,,,,,,,14,70,1.037,62.8,63.42,0.78s,2.92s,0.43s
[38042],,,,,,,,,,,14,70,0.8527,69.76,69.51,0.78s,2.80s,0.43s
[38042],,,,,,,,,,,14,70,0.8834,68.41,68.16,0.78s,2.94s,0.43s
[38042],,,,,,,,,,,14,70,0.9275,66.91,68.13,0.78s,2.92s,0.43s
[38042],,,,,,,,,,,14,70,0.8528,69.84,69.72,0.79s,2.81s,0.43s
[38042],,,,,,,,,,,14,70,0.8959,68.27,68.66,0.78s,2.93s,0.42s
[38042],,,,,,,,,,,14,70,0.9064,67.63,69.21,0.78s,2.94s,0.43s
[38042],,,,,,,,,,,14,70,0.8636,69.3,69.22,0.78s,2.80s,0.42s
[38042],,,,,,,,,,,14,70,0.9133,67.52,68.9,0.79s,2.94s,0.42s
[38042],,,,,,,,,,,14,70,0.9203,67.29,69.21,0.79s,2.92s,0.42s
[38042],,,,,,,,,,,14,70,0.8922,68.35,69.59,0.79s,2.81s,0.42s
[38042],,,,,,,,,,,14,70,0.8769,68.93,69.04,0.78s,3.04s,0.46s
[38042],,,,,,,,,,,14,70,0.9066,67.57,69.76,0.78s,2.91s,0.42s
[38042],,,,,,,,,,,14,70,0.8612,69.41,69.18,0.78s,2.80s,0.43s
[38042],,,,,,,,,,,14,70,0.8985,67.93,69.58,0.78s,2.91s,0.42s
[38042],,,,,,,,,,,14,70,0.9072,67.95,67.52,0.78s,2.93s,0.42s
[38042],,,,,,,,,,,14,70,0.8794,68.75,69.24,0.80s,2.80s,0.43s
[38042],,,,,,,,,,,14,70,0.8698,69.27,70.76,0.78s,2.92s,0.42s
[38042],,,,,,,,,,,14,70,0.911,67.49,69.55,0.78s,2.90s,0.42s
[38042],,,,,,,,,,,15,70,0.9238,67.19,67.59,0.81s,2.89s,0.44s
[38042],,,,,,,,,,,15,70,0.9735,65.2,66.28,0.78s,3.07s,0.50s
[38042],,,,,,,,,,,15,70,0.9957,64.43,63.14,0.78s,3.01s,0.44s
[38042],,,,,,,,,,,15,70,0.9241,67.22,66.84,0.78s,2.83s,0.43s
